"","load1","load2","load3","load4","load5","load6","load7","load8","load9","load10","load11","load12","load13","load14","load15","load16","load17","load18","load19","load20","temp1","temp2","temp3","temp4","temp5","temp6","temp7","temp8","temp9","temp10","temp11"
"load1",1,0.905634783393172,0.905634932984187,0.82800291525167,0.907664523611845,0.908442354255992,0.905634932984187,0.906187410867274,-0.584565239463251,0.833412222741059,0.867011406963,0.850738281254703,0.868902921593821,0.892798010602989,0.898823454721017,0.852013243889181,0.923423675559795,0.912489221521032,0.92396292706104,0.910599009491906,0.754077746617221,0.887902823332161,0.789349463417923,0.830485858310413,0.759332030916949,0.880692172846472,0.841020326022171,0.836398564369213,0.830404268913819,0.880892251953626,0.863174647478838
"load2",0.905634783393172,1,0.968209561531867,0.798720713308069,0.917072557105749,0.96969816623295,0.968209561531867,0.906137972627819,-0.524013330568101,0.867055997878393,0.886079764644406,0.857895445259518,0.857321209737269,0.832888798357488,0.881619780022892,0.857034785437011,0.89680060484408,0.920135428925506,0.871111071649162,0.923741784958546,0.733076125133798,0.838314476071097,0.788571364864386,0.78283065624129,0.764043549408098,0.81564330360877,0.824614148472047,0.788457656364165,0.828761668203558,0.820713268671796,0.858945202814442
"load3",0.905634932984187,0.968209561531867,1,0.798720651702073,0.917072610225132,0.969698118284514,0.968209506668442,0.906137962165745,-0.524013204133823,0.867056160854493,0.886079783199827,0.857895403090187,0.857320881217708,0.832889074888986,0.881620062098779,0.857034835043691,0.896800902418904,0.920135559600751,0.871111251108074,0.923741882769276,0.733076531226345,0.83831534704045,0.788572269689721,0.78283166556455,0.76404446504346,0.815644238422399,0.82461509969985,0.78845884030876,0.828762555212,0.820714272271518,0.858946177240216
"load4",0.82800291525167,0.798720713308069,0.798720651702073,1,0.846387883900323,0.801853103316502,0.798720651702073,0.842328202944511,0.508021250818246,0.736129265184295,0.780472804411878,0.773869004882788,0.841758024479005,0.799323354054921,0.820311126730317,0.797412368837402,0.810082927281663,0.844248215919605,0.82796207592473,0.828378705863766,0.630164430460757,0.734218684162094,0.676352525136404,0.685645184403785,0.656483156890557,0.711964549762782,0.710022453121414,0.68743237403817,0.71740767305481,0.716990918006077,0.751259490412817
"load5",0.907664523611845,0.917072557105749,0.917072610225132,0.846387883900323,1,0.924910558834245,0.917072610225132,0.954289808538893,-0.537109486983003,0.845586396752557,0.905075378562642,0.888928720171161,0.888070509696227,0.890676084523408,0.910670147636595,0.912490794124233,0.900564265264122,0.943291390611727,0.90899533477191,0.922240062300468,0.774002015369802,0.844099894813468,0.818055277925504,0.814691388603959,0.800612033066496,0.826629722938852,0.852985538462705,0.819807926155068,0.854814350180069,0.834626649560286,0.865866309907628
"load6",0.908442354255992,0.96969816623295,0.969698118284514,0.801853103316502,0.924910558834245,1,0.969698118284514,0.913929328456653,-0.527535821282403,0.868391292260033,0.889423357904734,0.862964364180946,0.863175926383542,0.840951917481232,0.887099540605391,0.861511760564887,0.901244762950042,0.925578435293289,0.878041100014164,0.928313029091355,0.73704432165798,0.8416678308673,0.793053482485765,0.787977187300584,0.769368225914429,0.819226842270668,0.830110600861275,0.793432107786421,0.833903070554095,0.824670164808484,0.863230525184074
"load7",0.905634932984187,0.968209561531867,0.968209506668442,0.798720651702073,0.917072610225132,0.969698118284514,1,0.906137962165745,-0.524013204133823,0.867056160854493,0.886079783199827,0.857895403090187,0.857320881217708,0.832889074888986,0.881620062098779,0.857034835043691,0.896800902418904,0.920135559600751,0.871111251108074,0.923741882769276,0.733076531226345,0.83831534704045,0.788572269689721,0.78283166556455,0.76404446504346,0.815644238422399,0.82461509969985,0.78845884030876,0.828762555212,0.820714272271518,0.858946177240216
"load8",0.906187410867274,0.906137972627819,0.906137962165745,0.842328202944511,0.954289808538893,0.913929328456653,0.906137962165745,1,-0.529223588572187,0.827518114096895,0.881980112451927,0.877343287667663,0.899770886881161,0.871212256984367,0.90260179223557,0.890150928673008,0.888112007063166,0.93030628556646,0.905190384597472,0.909361559667176,0.731599901950032,0.829249392450175,0.785418740573107,0.776641169586225,0.763382590081685,0.79947333699062,0.813889768730384,0.78352411910061,0.819739999895832,0.806375265509908,0.856336046653434
"load9",-0.584565239463251,-0.524013330568101,-0.524013204133823,0.508021250818246,-0.537109486983003,-0.527535821282403,-0.524013204133823,-0.529223588572187,1,-0.497856773246353,-0.509939883014771,-0.487989794102817,-0.462161838451014,-0.522380867310752,-0.497149414278119,-0.494012674966115,-0.552289765119538,-0.535338950770866,-0.527843619530154,-0.4974739335051,-0.434591283158014,-0.504614585637415,-0.463068647348889,-0.512587998113692,-0.443218366608242,-0.522563367721933,-0.486651617316217,-0.507726670075667,-0.467576702799367,-0.523893204227014,-0.4849671986631
"load10",0.833412222741059,0.867055997878393,0.867056160854493,0.736129265184295,0.845586396752557,0.868391292260033,0.867056160854493,0.827518114096895,-0.497856773246353,1,0.946562857347306,0.92626901039716,0.796919439747222,0.881111279286906,0.871156324466154,0.908735835923085,0.910624381487356,0.894218520623493,0.873027602319734,0.852460280673575,0.85129075737024,0.764589857697678,0.849720471919403,0.822906985131108,0.854180591644432,0.810911917460184,0.813575811618963,0.815790397013534,0.810710974318956,0.810969389601447,0.763355452995597
"load11",0.867011406963,0.886079764644406,0.886079783199827,0.780472804411878,0.905075378562642,0.889423357904734,0.886079783199827,0.881980112451927,-0.509939883014771,0.946562857347306,1,0.975049378494968,0.843899926115171,0.908238528012974,0.898352677333095,0.956268135417659,0.916174228108482,0.933259863135877,0.905633899805006,0.87588886977439,0.855451978099028,0.79463953996989,0.887121487059457,0.832417204905326,0.892860595194724,0.818606298264598,0.846577061749527,0.830154670672505,0.844696015869524,0.823638425987942,0.80468845629582
"load12",0.850738281254703,0.857895445259518,0.857895403090187,0.773869004882788,0.888928720171161,0.862964364180946,0.857895403090187,0.877343287667663,-0.487989794102817,0.92626901039716,0.975049378494968,1,0.831811689357734,0.900422633508846,0.87627490073096,0.951619774965143,0.886281688242371,0.907845857760622,0.888245870441934,0.852159089401511,0.860523991105473,0.781594382646791,0.885481039977726,0.818119342718487,0.896601862030753,0.797626768532611,0.83329361008843,0.815134617180222,0.831278788007147,0.802644366440031,0.798705253548738
"load13",0.868902921593821,0.857321209737269,0.857320881217708,0.841758024479005,0.888070509696227,0.863175926383542,0.857320881217708,0.899770886881161,-0.462161838451014,0.796919439747222,0.843899926115171,0.831811689357734,1,0.876060254611268,0.908107585677985,0.860503025669025,0.877016428638794,0.897346483059627,0.907801346086081,0.925372411264864,0.703811601580207,0.773654327768809,0.719660258057763,0.740353421246217,0.699467570243093,0.765962940433753,0.755537430316002,0.742519843464586,0.756912248177719,0.769500016587927,0.786167466209756
"load14",0.892798010602989,0.832888798357488,0.832889074888986,0.799323354054921,0.890676084523408,0.840951917481232,0.832889074888986,0.871212256984367,-0.522380867310752,0.881111279286906,0.908238528012974,0.900422633508846,0.876060254611268,1,0.939499573433568,0.929869546485954,0.954751290432237,0.931892468935178,0.956116167216631,0.886405807838264,0.851365275071361,0.834976822178603,0.838906258013113,0.893722475714006,0.828427528910402,0.881055761345594,0.855158715553232,0.880168019421859,0.842941235612664,0.880712647349332,0.821811809086507
"load15",0.898823454721017,0.881619780022892,0.881620062098779,0.820311126730317,0.910670147636595,0.887099540605391,0.881620062098779,0.90260179223557,-0.497149414278119,0.871156324466154,0.898352677333095,0.87627490073096,0.908107585677985,0.939499573433568,1,0.915471663613183,0.936158628165621,0.930569041149337,0.950579084731703,0.929819027027912,0.810910487853414,0.848825533175126,0.817657883841687,0.851670613725426,0.803207768228193,0.86575473900515,0.856576411803356,0.846869716055933,0.847305974146821,0.86841763415342,0.852608585365126
"load16",0.852013243889181,0.857034785437011,0.857034835043691,0.797412368837402,0.912490794124233,0.861511760564887,0.857034835043691,0.890150928673008,-0.494012674966115,0.908735835923085,0.956268135417659,0.951619774965143,0.860503025669025,0.929869546485954,0.915471663613183,1,0.909494361502102,0.937938122660087,0.924958034939163,0.869773485705248,0.855837168332031,0.800057893185046,0.86989356560905,0.834618372306929,0.866681509168953,0.825654103635485,0.85353253514061,0.835678257529503,0.856526876947568,0.831699652411185,0.810916462510855
"load17",0.923423675559795,0.89680060484408,0.896800902418904,0.810082927281663,0.900564265264122,0.901244762950042,0.896800902418904,0.888112007063166,-0.552289765119538,0.910624381487356,0.916174228108482,0.886281688242371,0.877016428638794,0.954751290432237,0.936158628165621,0.909494361502102,1,0.939832954107532,0.948127314015539,0.920757050532921,0.84434789404341,0.864779368253755,0.843426289658403,0.892744071648718,0.827812239535113,0.899430144067185,0.872275727844117,0.888472867792345,0.858157179907785,0.900102330386314,0.847790676809169
"load18",0.912489221521032,0.920135428925506,0.920135559600751,0.844248215919605,0.943291390611727,0.925578435293289,0.920135559600751,0.93030628556646,-0.535338950770866,0.894218520623493,0.933259863135877,0.907845857760622,0.897346483059627,0.931892468935178,0.930569041149337,0.937938122660087,0.939832954107532,1,0.945688329466067,0.930976596610433,0.824773725016908,0.859921513053258,0.85740671311026,0.851134626018285,0.838091332982525,0.864249132275868,0.881793261631733,0.85641233747008,0.882678987477737,0.871262318905824,0.872972338154724
"load19",0.92396292706104,0.871111071649162,0.871111251108074,0.82796207592473,0.90899533477191,0.878041100014164,0.871111251108074,0.905190384597472,-0.527843619530154,0.873027602319734,0.905633899805006,0.888245870441934,0.907801346086081,0.956116167216631,0.950579084731703,0.924958034939163,0.948127314015539,0.945688329466067,1,0.921477376583206,0.826872596104998,0.856837731194648,0.829451674897077,0.86790881615557,0.812036713715041,0.881499713872694,0.85898889957621,0.867453284620258,0.851215164713531,0.884486356934688,0.843453729730779
