"","load1","load2","load3","load4","load5","load6","load7","load8","load9","load10","load11","load12","load13","load14","load15","load16","load17","load18","load19","load20","temp1","temp2","temp3","temp4","temp5","temp6","temp7","temp8","temp9","temp10","temp11"
"load1",1,0.915303007124618,0.915303044898271,0.846994777441962,0.922979723831262,0.920443399381285,0.915303044898271,0.922490407365596,-0.584565239463251,0.833412222741059,0.867011406963,0.850738281254703,0.897690928832094,0.897194753752144,0.923894977201923,0.866137553707197,0.942304014278928,0.938670490434815,0.938679560977835,0.926677776800081,0.754077746617221,0.887902823332161,0.789349463417923,0.830485858310413,0.759332030916949,0.880692172846472,0.841020326022171,0.836398564369213,0.830404268913819,0.880892251953626,0.863174647478838
"load2",0.915303007124618,1,0.999999999896933,0.826923777354595,0.918924647719661,0.99965448277734,0.999999999896933,0.933459298424285,-0.524013330568101,0.883886105402777,0.893627469632445,0.857895445259518,0.87734973111862,0.832888798357488,0.890587042333498,0.857034785437011,0.898478664064947,0.926435207683274,0.871111071649162,0.954304491517801,0.733076125133798,0.838314476071097,0.788571364864386,0.78283065624129,0.764043549408098,0.81564330360877,0.824614148472047,0.788457656364165,0.828761668203558,0.820713268671796,0.858945202814442
"load3",0.915303044898271,0.999999999896933,1,0.826923683351825,0.918924690270467,0.99965448562477,1,0.933459134783973,-0.524013204133823,0.883886201563978,0.893627531277627,0.857895403090187,0.877349516321066,0.832889074888986,0.890587333251058,0.857034835043691,0.898478928229388,0.926435324186969,0.871111251108074,0.954304371471369,0.733076531226345,0.83831534704045,0.788572269689721,0.78283166556455,0.76404446504346,0.815644238422399,0.82461509969985,0.78845884030876,0.828762555212,0.820714272271518,0.858946177240216
"load4",0.846994777441962,0.826923777354595,0.826923683351825,1,0.860526190706673,0.833345190110259,0.826923683351825,0.870633520398365,0.508021250818246,0.740691800553987,0.788784614098248,0.774072999926442,0.867016246375631,0.799323354054921,0.82972554819364,0.807126318466657,0.820030025063199,0.857755457002514,0.834439058571996,0.865912781189085,0.630164430460757,0.734218684162094,0.676352525136404,0.685645184403785,0.656483156890557,0.711964549762782,0.710022453121414,0.68743237403817,0.71740767305481,0.716990918006077,0.751259490412817
"load5",0.922979723831262,0.918924647719661,0.918924690270467,0.860526190706673,1,0.928974920801796,0.918924690270467,0.955268578484805,-0.537109486983003,0.845586396752557,0.910347240394332,0.907328840182016,0.916772216720006,0.909278363288773,0.930864793444558,0.935976822489105,0.927341602164297,0.96869906942123,0.936337271424823,0.932935734981246,0.774002015369802,0.844099894813468,0.818055277925504,0.814691388603959,0.800612033066496,0.826629722938852,0.852985538462705,0.819807926155068,0.854814350180069,0.834626649560286,0.865866309907628
"load6",0.920443399381285,0.99965448277734,0.99965448562477,0.833345190110259,0.928974920801796,1,0.99965448562477,0.939633456415101,-0.527535821282403,0.885565424086582,0.899261200623147,0.862964364180946,0.884413497661579,0.840951917481232,0.897775159391537,0.861511760564887,0.904945952265334,0.93393698114762,0.879154793596859,0.957706446608969,0.73704432165798,0.8416678308673,0.793053482485765,0.787977187300584,0.769368225914429,0.819226842270668,0.830110600861275,0.793432107786421,0.833903070554095,0.824670164808484,0.863230525184074
"load7",0.915303044898271,0.999999999896933,1,0.826923683351825,0.918924690270467,0.99965448562477,1,0.933459134783973,-0.524013204133823,0.883886201563978,0.893627531277627,0.857895403090187,0.877349516321066,0.832889074888986,0.890587333251058,0.857034835043691,0.898478928229388,0.926435324186969,0.871111251108074,0.954304371471369,0.733076531226345,0.83831534704045,0.788572269689721,0.78283166556455,0.76404446504346,0.815644238422399,0.82461509969985,0.78845884030876,0.828762555212,0.820714272271518,0.858946177240216
"load8",0.922490407365596,0.933459298424285,0.933459134783973,0.870633520398365,0.955268578484805,0.939633456415101,0.933459134783973,1,-0.529223588572187,0.827518114096895,0.890285314575706,0.877343287667663,0.911544887678909,0.871212256984367,0.913008483523007,0.895589060318376,0.892825907605749,0.937388448948042,0.906493186456306,0.935486840642454,0.731599901950032,0.829249392450175,0.785418740573107,0.776641169586225,0.763382590081685,0.79947333699062,0.813889768730384,0.78352411910061,0.819739999895832,0.806375265509908,0.856336046653434
"load9",-0.584565239463251,-0.524013330568101,-0.524013204133823,0.508021250818246,-0.537109486983003,-0.527535821282403,-0.524013204133823,-0.529223588572187,1,-0.497856773246353,-0.509939883014771,-0.487989794102817,-0.462161838451014,-0.522380867310752,-0.497149414278119,-0.494012674966115,-0.552289765119538,-0.535338950770866,-0.527843619530154,-0.4974739335051,-0.434591283158014,-0.510024527786224,-0.471126963305443,-0.521173516324074,-0.456195524184803,-0.530972885861118,-0.499235620180315,-0.523785621884093,-0.477611898422759,-0.536755135763347,-0.486871087194845
"load10",0.833412222741059,0.883886105402777,0.883886201563978,0.740691800553987,0.845586396752557,0.885565424086582,0.883886201563978,0.827518114096895,-0.497856773246353,1,0.965681240621547,0.93116637845895,0.803307619358632,0.881111279286906,0.877053557778759,0.911305456179204,0.910624381487356,0.899282890791402,0.873027602319734,0.862362196785856,0.85129075737024,0.764589857697678,0.849720471919403,0.822906985131108,0.854180591644432,0.810911917460184,0.813575811618963,0.815790397013534,0.810710974318956,0.810969389601447,0.763355452995597
"load11",0.867011406963,0.893627469632445,0.893627531277627,0.788784614098248,0.910347240394332,0.899261200623147,0.893627531277627,0.890285314575706,-0.509939883014771,0.965681240621547,1,0.987051037865523,0.853943339730913,0.908238528012974,0.911838881357885,0.966518877836527,0.921018953071058,0.946218829260646,0.909949502827279,0.881369449654418,0.855451978099028,0.79463953996989,0.887121487059457,0.832417204905326,0.892860595194724,0.818606298264598,0.846577061749527,0.830154670672505,0.844696015869524,0.823638425987942,0.80468845629582
"load12",0.850738281254703,0.857895445259518,0.857895403090187,0.774072999926442,0.907328840182016,0.862964364180946,0.857895403090187,0.877343287667663,-0.487989794102817,0.93116637845895,0.987051037865523,1,0.835017663883252,0.906320519002479,0.898532478714883,0.974446121498151,0.904965716413914,0.934405557877608,0.90576659639935,0.852159089401511,0.860523991105473,0.781594382646791,0.885481039977726,0.818119342718487,0.896601862030753,0.797626768532611,0.83329361008843,0.815134617180222,0.831278788007147,0.802644366440031,0.798705253548738
"load13",0.897690928832094,0.87734973111862,0.877349516321066,0.867016246375631,0.916772216720006,0.884413497661579,0.877349516321066,0.911544887678909,-0.462161838451014,0.803307619358632,0.853943339730913,0.835017663883252,1,0.903402845759911,0.948439235960835,0.89632324870977,0.90767395624606,0.935081004700275,0.944468452893273,0.964825040312072,0.703811601580207,0.773654327768809,0.719660258057763,0.740353421246217,0.699467570243093,0.765962940433753,0.755537430316002,0.742519843464586,0.756912248177719,0.769500016587927,0.786167466209756
"load14",0.897194753752144,0.832888798357488,0.832889074888986,0.799323354054921,0.909278363288773,0.840951917481232,0.832889074888986,0.871212256984367,-0.522380867310752,0.881111279286906,0.908238528012974,0.906320519002479,0.903402845759911,1,0.957747964708219,0.945949616044517,0.974762144212395,0.947079731305741,0.983496086334827,0.891106533858942,0.851365275071361,0.834976822178603,0.838906258013113,0.893722475714006,0.828427528910402,0.881055761345594,0.855158715553232,0.880168019421859,0.842941235612664,0.880712647349332,0.821811809086507
"load15",0.923894977201923,0.890587042333498,0.890587333251058,0.82972554819364,0.930864793444558,0.897775159391537,0.890587333251058,0.913008483523007,-0.497149414278119,0.877053557778759,0.911838881357885,0.898532478714883,0.948439235960835,0.957747964708219,1,0.945515091080625,0.962343790869671,0.964853484429278,0.980749345823136,0.950166165998694,0.810910487853414,0.848825533175126,0.817657883841687,0.851670613725426,0.803207768228193,0.86575473900515,0.856576411803356,0.846869716055933,0.847305974146821,0.86841763415342,0.852608585365126
"load16",0.866137553707197,0.857034785437011,0.857034835043691,0.807126318466657,0.935976822489105,0.861511760564887,0.857034835043691,0.895589060318376,-0.494012674966115,0.911305456179204,0.966518877836527,0.974446121498151,0.89632324870977,0.945949616044517,0.945515091080625,1,0.93579474159438,0.96706273718936,0.952412532313178,0.885696628064161,0.855837168332031,0.800057893185046,0.86989356560905,0.834618372306929,0.866681509168953,0.825654103635485,0.85353253514061,0.835678257529503,0.856526876947568,0.831699652411185,0.810916462510855
"load17",0.942304014278928,0.898478664064947,0.898478928229388,0.820030025063199,0.927341602164297,0.904945952265334,0.898478928229388,0.892825907605749,-0.552289765119538,0.910624381487356,0.921018953071058,0.904965716413914,0.90767395624606,0.974762144212395,0.962343790869671,0.93579474159438,1,0.965539653145902,0.980372862808385,0.932914633257763,0.84434789404341,0.864779368253755,0.843426289658403,0.892744071648718,0.827812239535113,0.899430144067185,0.872275727844117,0.888472867792345,0.858157179907785,0.900102330386314,0.847790676809169
"load18",0.938670490434815,0.926435207683274,0.926435324186969,0.857755457002514,0.96869906942123,0.93393698114762,0.926435324186969,0.937388448948042,-0.535338950770866,0.899282890791402,0.946218829260646,0.934405557877608,0.935081004700275,0.947079731305741,0.964853484429278,0.96706273718936,0.965539653145902,1,0.971455279020639,0.949183841057207,0.824773725016908,0.859921513053258,0.85740671311026,0.851134626018285,0.838091332982525,0.864249132275868,0.881793261631733,0.85641233747008,0.882678987477737,0.871262318905824,0.872972338154724
"load19",0.938679560977835,0.871111071649162,0.871111251108074,0.834439058571996,0.936337271424823,0.879154793596859,0.871111251108074,0.906493186456306,-0.527843619530154,0.873027602319734,0.909949502827279,0.90576659639935,0.944468452893273,0.983496086334827,0.980749345823136,0.952412532313178,0.980372862808385,0.971455279020639,1,0.935359441164632,0.826872596104998,0.856837731194648,0.829451674897077,0.86790881615557,0.812036713715041,0.881499713872694,0.85898889957621,0.867453284620258,0.851215164713531,0.884486356934688,0.843453729730779
"load20",0.926677776800081,0.954304491517801,0.954304371471369,0.865912781189085,0.932935734981246,0.957706446608969,0.954304371471369,0.935486840642454,-0.4974739335051,0.862362196785856,0.881369449654418,0.852159089401511,0.964825040312072,0.891106533858942,0.950166165998694,0.885696628064161,0.932914633257763,0.949183841057207,0.935359441164632,1,0.728662745762606,0.826344921131134,0.757818577670923,0.785058373649281,0.73394451502219,0.814849600619351,0.805098744094185,0.786974566438894,0.804548175748318,0.818343370952308,0.843090943141928
"temp1",0.754077746617221,0.733076125133798,0.733076531226345,0.630164430460757,0.774002015369802,0.73704432165798,0.733076531226345,0.731599901950032,-0.434591283158014,0.85129075737024,0.855451978099028,0.860523991105473,0.703811601580207,0.851365275071361,0.810910487853414,0.855837168332031,0.84434789404341,0.824773725016908,0.826872596104998,0.728662745762606,1,0.84191304513982,0.943387098515679,0.928729849208118,0.94019729302311,0.891775374613796,0.910081379300595,0.911858410080737,0.894119039147719,0.895213434207874,0.827389936888955
"temp2",0.887902823332161,0.838314476071097,0.83831534704045,0.734218684162094,0.844099894813468,0.8416678308673,0.83831534704045,0.829249392450175,-0.510024527786224,0.764589857697678,0.79463953996989,0.781594382646791,0.773654327768809,0.834976822178603,0.848825533175126,0.800057893185046,0.864779368253755,0.859921513053258,0.856837731194648,0.826344921131134,0.84191304513982,1,0.879536593474832,0.917219073912694,0.842496366565223,0.967892213246069,0.944210039250971,0.915914285417713,0.942790964612653,0.971558857310868,0.964364743943466
"temp3",0.789349463417923,0.788571364864386,0.788572269689721,0.676352525136404,0.818055277925504,0.793053482485765,0.788572269689721,0.785418740573107,-0.471126963305443,0.849720471919403,0.887121487059457,0.885481039977726,0.719660258057763,0.838906258013113,0.817657883841687,0.86989356560905,0.843426289658403,0.85740671311026,0.829451674897077,0.757818577670923,0.943387098515679,0.879536593474832,1,0.916998892869526,0.976533533890284,0.900291376141084,0.940776521546974,0.909999554268881,0.934369732847348,0.907152763690423,0.876598287496055
"temp4",0.830485858310413,0.78283065624129,0.78283166556455,0.685645184403785,0.814691388603959,0.787977187300584,0.78283166556455,0.776641169586225,-0.521173516324074,0.822906985131108,0.832417204905326,0.818119342718487,0.740353421246217,0.893722475714006,0.851670613725426,0.834618372306929,0.892744071648718,0.851134626018285,0.86790881615557,0.785058373649281,0.928729849208118,0.917219073912694,0.916998892869526,1,0.894328618563267,0.967353322664243,0.945200828361388,0.973673351023659,0.928264717846492,0.967321043144085,0.89518198610021
"temp5",0.759332030916949,0.764043549408098,0.76404446504346,0.656483156890557,0.800612033066496,0.769368225914429,0.76404446504346,0.763382590081685,-0.456195524184803,0.854180591644432,0.892860595194724,0.896601862030753,0.699467570243093,0.828427528910402,0.803207768228193,0.866681509168953,0.827812239535113,0.838091332982525,0.812036713715041,0.73394451502219,0.94019729302311,0.842496366565223,0.976533533890284,0.894328618563267,1,0.869107826164704,0.919061935848543,0.884614844111639,0.906524648787692,0.874385731532009,0.839706979120386
"temp6",0.880692172846472,0.81564330360877,0.815644238422399,0.711964549762782,0.826629722938852,0.819226842270668,0.815644238422399,0.79947333699062,-0.530972885861118,0.810911917460184,0.818606298264598,0.797626768532611,0.765962940433753,0.881055761345594,0.86575473900515,0.825654103635485,0.899430144067185,0.864249132275868,0.881499713872694,0.814849600619351,0.891775374613796,0.967892213246069,0.900291376141084,0.967353322664243,0.869107826164704,1,0.947284458071253,0.956851981535767,0.93919502081288,0.993594894105541,0.922142450093569
"temp7",0.841020326022171,0.824614148472047,0.82461509969985,0.710022453121414,0.852985538462705,0.830110600861275,0.82461509969985,0.813889768730384,-0.499235620180315,0.813575811618963,0.846577061749527,0.83329361008843,0.755537430316002,0.855158715553232,0.856576411803356,0.85353253514061,0.872275727844117,0.881793261631733,0.85898889957621,0.805098744094185,0.910081379300595,0.944210039250971,0.940776521546974,0.945200828361388,0.919061935848543,0.947284458071253,1,0.949756881657664,0.981873202179926,0.960596057875137,0.947692278743954
"temp8",0.836398564369213,0.788457656364165,0.78845884030876,0.68743237403817,0.819807926155068,0.793432107786421,0.78845884030876,0.78352411910061,-0.523785621884093,0.815790397013534,0.830154670672505,0.815134617180222,0.742519843464586,0.880168019421859,0.846869716055933,0.835678257529503,0.888472867792345,0.85641233747008,0.867453284620258,0.786974566438894,0.911858410080737,0.915914285417713,0.909999554268881,0.973673351023659,0.884614844111639,0.956851981535767,0.949756881657664,1,0.932149827094862,0.970245703504315,0.899987915678566
"temp9",0.830404268913819,0.828761668203558,0.828762555212,0.71740767305481,0.854814350180069,0.833903070554095,0.828762555212,0.819739999895832,-0.477611898422759,0.810710974318956,0.844696015869524,0.831278788007147,0.756912248177719,0.842941235612664,0.847305974146821,0.856526876947568,0.858157179907785,0.882678987477737,0.851215164713531,0.804548175748318,0.894119039147719,0.942790964612653,0.934369732847348,0.928264717846492,0.906524648787692,0.93919502081288,0.981873202179926,0.932149827094862,1,0.949121704451038,0.952033275731387
"temp10",0.880892251953626,0.820713268671796,0.820714272271518,0.716990918006077,0.834626649560286,0.824670164808484,0.820714272271518,0.806375265509908,-0.536755135763347,0.810969389601447,0.823638425987942,0.802644366440031,0.769500016587927,0.880712647349332,0.86841763415342,0.831699652411185,0.900102330386314,0.871262318905824,0.884486356934688,0.818343370952308,0.895213434207874,0.971558857310868,0.907152763690423,0.967321043144085,0.874385731532009,0.993594894105541,0.960596057875137,0.970245703504315,0.949121704451038,1,0.935027015509531
"temp11",0.863174647478838,0.858945202814442,0.858946177240216,0.751259490412817,0.865866309907628,0.863230525184074,0.858946177240216,0.856336046653434,-0.486871087194845,0.763355452995597,0.80468845629582,0.798705253548738,0.786167466209756,0.821811809086507,0.852608585365126,0.810916462510855,0.847790676809169,0.872972338154724,0.843453729730779,0.843090943141928,0.827389936888955,0.964364743943466,0.876598287496055,0.89518198610021,0.839706979120386,0.922142450093569,0.947692278743954,0.899987915678566,0.952033275731387,0.935027015509531,1
